date,open,high,low,close
2020-02-03,188.48000000,195.19000000,186.62000000,189.69000000
2020-02-04,189.74000000,191.60000000,184.69000000,188.91000000
2020-02-05,188.91000000,207.61000000,188.19000000,203.78000000
2020-02-06,203.78000000,216.33000000,201.02000000,213.19000000
2020-02-07,213.16000000,225.00000000,213.14000000,223.33000000
2020-02-08,223.36000000,227.75000000,213.22000000,223.05000000
2020-02-09,223.01000000,230.65000000,222.86000000,228.49000000
2020-02-10,228.53000000,229.40000000,216.37000000,222.89000000
2020-02-11,222.89000000,239.15000000,218.17000000,236.69000000
2020-02-12,236.69000000,275.34000000,236.69000000,265.74000000
2020-02-13,265.74000000,277.69000000,256.08000000,268.32000000
2020-02-14,268.34000000,287.15000000,260.28000000,285.15000000
2020-02-15,285.11000000,288.41000000,261.86000000,264.88000000
2020-02-16,264.91000000,274.00000000,237.41000000,258.85000000
2020-02-17,258.89000000,268.77000000,242.00000000,267.85000000
2020-02-18,267.90000000,285.88000000,258.00000000,282.61000000
2020-02-19,282.64000000,285.00000000,251.56000000,258.45000000
2020-02-20,258.44000000,264.33000000,245.34000000,256.96000000
2020-02-21,256.97000000,268.24000000,253.61000000,265.27000000
2020-02-22,265.32000000,266.81000000,256.00000000,261.57000000
2020-02-23,261.55000000,275.68000000,261.02000000,274.48000000
2020-02-24,274.50000000,277.20000000,257.09000000,265.52000000
2020-02-25,265.47000000,266.22000000,244.44000000,246.67000000
2020-02-26,246.67000000,250.32000000,215.66000000,223.93000000
2020-02-27,223.98000000,238.30000000,210.00000000,227.79000000
2020-02-28,227.73000000,234.67000000,214.01000000,226.76000000
2020-02-29,226.76000000,233.00000000,217.00000000,217.21000000
2020-03-01,217.29000000,227.89000000,212.36000000,217.81000000
2020-03-02,217.81000000,234.40000000,216.07000000,231.97000000
2020-03-03,232.10000000,232.46000000,219.57000000,223.91000000
2020-03-04,223.84000000,228.85000000,220.23000000,224.26000000
2020-03-05,224.26000000,234.09000000,224.23000000,228.38000000
2020-03-06,228.38000000,245.16000000,227.33000000,244.88000000
2020-03-07,244.93000000,251.93000000,236.00000000,237.23000000
2020-03-08,237.23000000,237.23000000,195.50000000,199.43000000
2020-03-09,199.43000000,208.62000000,190.00000000,202.81000000
2020-03-10,202.79000000,206.20000000,195.54000000,200.70000000
2020-03-11,200.74000000,203.18000000,181.73000000,194.61000000
2020-03-12,194.61000000,195.55000000,101.20000000,107.82000000
2020-03-13,107.67000000,139.68000000,86.00000000,134.06000000
2020-03-14,134.06000000,134.68000000,120.00000000,122.54000000
2020-03-15,122.54000000,133.50000000,120.16000000,123.78000000
2020-03-16,123.82000000,124.33000000,101.10000000,111.02000000
2020-03-17,111.02000000,120.80000000,109.38000000,115.67000000
2020-03-18,115.67000000,118.50000000,109.86000000,118.11000000
2020-03-19,118.11000000,143.13000000,115.46000000,136.30000000
2020-03-20,136.30000000,152.55000000,116.74000000,133.48000000
2020-03-21,133.49000000,137.49000000,125.69000000,132.66000000
2020-03-22,132.63000000,137.13000000,121.10000000,122.32000000
2020-03-23,122.31000000,137.50000000,119.50000000,135.92000000
2020-03-24,135.89000000,143.36000000,132.20000000,138.42000000
2020-03-25,138.42000000,142.33000000,132.54000000,136.10000000
2020-03-26,136.11000000,139.74000000,133.26000000,138.40000000
2020-03-27,138.40000000,141.27000000,129.68000000,131.33000000
2020-03-28,131.33000000,132.97000000,124.88000000,130.98000000
2020-03-29,130.94000000,131.84000000,123.81000000,124.50000000
2020-03-30,124.47000000,135.42000000,124.06000000,132.06000000
2020-03-31,132.09000000,135.00000000,130.38000000,132.72000000
2020-04-01,132.72000000,136.99000000,128.62000000,135.69000000
2020-04-02,135.65000000,149.76000000,135.01000000,141.28000000
2020-04-03,141.27000000,146.72000000,137.26000000,141.31000000
2020-04-04,141.30000000,146.28000000,138.88000000,144.10000000
2020-04-05,144.10000000,145.58000000,140.68000000,142.68000000
2020-04-06,142.69000000,172.00000000,142.60000000,171.32000000
2020-04-07,171.32000000,176.22000000,162.22000000,164.63000000
2020-04-08,164.62000000,174.48000000,163.59000000,173.11000000
2020-04-09,173.15000000,173.38000000,165.19000000,169.52000000
2020-04-10,169.56000000,170.10000000,152.11000000,157.81000000
2020-04-11,157.81000000,161.37000000,153.91000000,158.33000000
2020-04-12,158.33000000,164.78000000,155.00000000,158.59000000
2020-04-13,158.56000000,158.97000000,150.00000000,156.29000000
2020-04-14,156.28000000,161.85000000,155.23000000,158.45000000
2020-04-15,158.46000000,161.29000000,152.00000000,152.73000000
2020-04-16,152.74000000,174.79000000,148.33000000,172.29000000
2020-04-17,172.31000000,174.96000000,168.31000000,170.69000000
2020-04-18,170.61000000,189.54000000,170.48000000,187.40000000
2020-04-19,187.40000000,188.35000000,175.75000000,180.03000000
2020-04-20,180.02000000,186.46000000,166.70000000,170.20000000
2020-04-21,170.21000000,174.70000000,168.00000000,170.74000000
2020-04-22,170.73000000,184.00000000,169.78000000,182.70000000
2020-04-23,182.70000000,193.63000000,178.16000000,185.51000000
2020-04-24,185.57000000,189.80000000,184.72000000,187.59000000
2020-04-25,187.60000000,198.36000000,185.76000000,194.21000000
2020-04-26,194.21000000,200.00000000,192.30000000,197.38000000
2020-04-27,197.39000000,199.05000000,189.29000000,196.34000000
2020-04-28,196.33000000,198.50000000,192.36000000,196.24000000
2020-04-29,196.24000000,218.77000000,196.22000000,215.36000000
2020-04-30,215.40000000,227.30000000,202.00000000,206.08000000
2020-05-01,206.07000000,217.14000000,205.91000000,212.02000000
2020-05-02,212.01000000,215.37000000,210.36000000,213.90000000
2020-05-03,213.89000000,219.30000000,203.92000000,209.86000000
2020-05-04,209.86000000,210.65000000,194.88000000,206.48000000
2020-05-05,206.47000000,211.68000000,201.00000000,205.29000000
2020-05-06,205.30000000,210.77000000,197.71000000,198.97000000
2020-05-07,198.92000000,215.10000000,196.43000000,212.00000000
2020-05-08,212.01000000,216.61000000,206.90000000,211.31000000
2020-05-09,211.32000000,214.60000000,208.40000000,210.07000000
2020-05-10,210.09000000,210.18000000,179.59000000,187.54000000
2020-05-11,187.62000000,193.50000000,176.00000000,185.73000000
2020-05-12,185.80000000,192.24000000,185.48000000,189.76000000
2020-05-13,189.77000000,201.00000000,188.35000000,199.58000000
2020-05-14,199.61000000,206.02000000,195.67000000,203.29000000
2020-05-15,203.29000000,204.08000000,191.66000000,194.86000000
2020-05-16,194.87000000,203.50000000,193.21000000,200.45000000
2020-05-17,200.44000000,209.85000000,199.68000000,207.00000000
2020-05-18,207.02000000,217.07000000,207.00000000,214.91000000
2020-05-19,214.92000000,215.95000000,209.45000000,214.58000000
2020-05-20,214.60000000,215.75000000,204.27000000,209.98000000
2020-05-21,209.99000000,211.64000000,191.71000000,198.74000000
2020-05-22,198.72000000,209.19000000,196.24000000,207.36000000
2020-05-23,207.36000000,211.20000000,204.55000000,206.60000000
2020-05-24,206.60000000,210.55000000,199.50000000,199.90000000
2020-05-25,199.90000000,205.67000000,198.01000000,204.15000000
2020-05-26,204.22000000,205.00000000,196.90000000,200.89000000
2020-05-27,200.92000000,208.44000000,200.76000000,208.29000000
2020-05-28,208.29000000,220.50000000,204.67000000,220.21000000
2020-05-29,220.24000000,224.79000000,217.57000000,220.67000000
2020-05-30,220.63000000,247.00000000,218.80000000,243.66000000
2020-05-31,243.71000000,245.39000000,229.58000000,231.57000000
2020-06-01,231.56000000,250.68000000,230.66000000,248.23000000
2020-06-02,248.23000000,253.80000000,225.00000000,237.71000000
2020-06-03,237.71000000,245.00000000,232.71000000,244.52000000
2020-06-04,244.54000000,246.60000000,236.00000000,243.21000000
2020-06-05,243.22000000,247.87000000,239.14000000,240.03000000
2020-06-06,240.04000000,244.70000000,237.83000000,241.94000000
2020-06-07,241.94000000,245.37000000,234.60000000,244.56000000
2020-06-08,244.57000000,247.70000000,240.59000000,246.40000000
2020-06-09,246.37000000,249.82000000,238.00000000,243.80000000
2020-06-10,243.79000000,250.28000000,242.00000000,247.78000000
2020-06-11,247.78000000,250.09000000,226.20000000,230.51000000
2020-06-12,230.46000000,239.38000000,228.19000000,237.55000000
2020-06-13,237.55000000,238.73000000,234.66000000,238.11000000
2020-06-14,238.13000000,238.59000000,229.83000000,231.77000000
2020-06-15,231.74000000,233.55000000,218.27000000,230.86000000
2020-06-16,230.86000000,236.00000000,228.70000000,235.30000000
2020-06-17,235.31000000,237.30000000,227.65000000,233.82000000
2020-06-18,233.82000000,234.65000000,227.93000000,231.27000000
2020-06-19,231.26000000,231.95000000,226.74000000,229.00000000
2020-06-20,229.00000000,230.85000000,225.62000000,228.89000000
2020-06-21,228.88000000,231.49000000,227.11000000,228.04000000
2020-06-22,228.03000000,246.89000000,227.51000000,243.13000000
2020-06-23,243.11000000,244.87000000,240.75000000,243.14000000
2020-06-24,243.15000000,249.24000000,231.07000000,234.58000000
2020-06-25,234.57000000,235.39000000,227.56000000,232.50000000
2020-06-26,232.49000000,233.61000000,227.75000000,229.64000000
2020-06-27,229.66000000,231.42000000,216.00000000,220.94000000
2020-06-28,220.94000000,227.96000000,218.32000000,224.93000000
2020-06-29,224.89000000,229.96000000,221.26000000,227.93000000
2020-06-30,227.98000000,228.70000000,222.91000000,225.60000000
2020-07-01,225.59000000,232.71000000,224.16000000,230.99000000
2020-07-02,230.99000000,232.01000000,222.87000000,226.46000000
2020-07-03,226.46000000,228.13000000,223.97000000,224.87000000
2020-07-04,224.86000000,230.71000000,224.43000000,229.17000000
2020-07-05,229.24000000,229.85000000,223.05000000,227.56000000
2020-07-06,227.54000000,242.00000000,226.93000000,241.60000000
2020-07-07,241.60000000,243.77000000,234.40000000,239.39000000
2020-07-08,239.39000000,248.88000000,237.78000000,246.95000000
2020-07-09,246.94000000,247.90000000,237.88000000,241.98000000
2020-07-10,241.97000000,242.16000000,235.72000000,241.26000000
2020-07-11,241.27000000,241.67000000,237.54000000,239.19000000
2020-07-12,239.19000000,244.00000000,236.52000000,242.79000000
2020-07-13,242.76000000,245.33000000,237.33000000,239.50000000
2020-07-14,239.50000000,242.09000000,237.00000000,240.44000000
2020-07-15,240.45000000,241.45000000,236.83000000,238.61000000
2020-07-16,238.59000000,239.39000000,230.02000000,233.57000000
2020-07-17,233.58000000,234.84000000,231.65000000,232.67000000
2020-07-18,232.66000000,236.80000000,232.32000000,235.67000000
2020-07-19,235.67000000,239.92000000,233.28000000,239.11000000
2020-07-20,239.12000000,239.72000000,234.05000000,236.01000000
2020-07-21,236.00000000,246.66000000,235.57000000,245.59000000
2020-07-22,245.53000000,269.61000000,241.51000000,263.74000000
2020-07-23,263.75000000,279.98000000,259.70000000,275.30000000
2020-07-24,275.31000000,287.34000000,266.00000000,279.15000000
2020-07-25,279.15000000,308.94000000,279.09000000,305.26000000
2020-07-26,305.31000000,318.75000000,299.00000000,311.00000000
2020-07-27,311.02000000,333.31000000,310.78000000,321.93000000
2020-07-28,321.95000000,326.80000000,305.86000000,316.77000000
2020-07-29,316.77000000,325.00000000,312.38000000,317.71000000
2020-07-30,317.76000000,342.00000000,314.05000000,334.87000000
2020-07-31,334.82000000,349.45000000,328.40000000,346.33000000
2020-08-01,346.32000000,392.67000000,343.07000000,387.00000000
2020-08-02,387.01000000,415.85000000,325.00000000,372.42000000
2020-08-03,372.45000000,398.00000000,366.50000000,385.94000000
2020-08-04,385.91000000,402.98000000,380.77000000,389.61000000
2020-08-05,389.59000000,407.00000000,384.11000000,400.72000000
2020-08-06,400.72000000,403.66000000,390.51000000,394.77000000
2020-08-07,394.77000000,398.26000000,362.85000000,379.34000000
2020-08-08,379.34000000,397.05000000,375.79000000,397.03000000
2020-08-09,397.05000000,400.00000000,383.36000000,390.14000000
2020-08-10,390.14000000,399.18000000,385.13000000,395.44000000
2020-08-11,395.43000000,398.21000000,367.00000000,379.00000000
2020-08-12,378.99000000,389.23000000,365.85000000,387.18000000
2020-08-13,387.18000000,431.49000000,376.59000000,424.54000000
2020-08-14,424.54000000,444.71000000,417.05000000,438.11000000
2020-08-15,438.12000000,442.94000000,427.02000000,432.32000000
2020-08-16,432.30000000,436.99000000,412.47000000,433.62000000
2020-08-17,433.61000000,446.00000000,420.37000000,430.89000000
2020-08-18,430.89000000,433.81000000,415.00000000,421.95000000
2020-08-19,421.92000000,426.75000000,393.25000000,407.46000000
2020-08-20,407.46000000,418.98000000,402.07000000,415.94000000
2020-08-21,415.94000000,418.68000000,385.10000000,387.97000000
2020-08-22,387.93000000,397.04000000,379.92000000,395.24000000
2020-08-23,395.23000000,396.95000000,383.15000000,390.71000000
2020-08-24,390.72000000,410.42000000,387.44000000,407.68000000
2020-08-25,407.68000000,409.06000000,370.00000000,382.93000000
2020-08-26,382.91000000,392.91000000,377.37000000,385.81000000
2020-08-27,385.81000000,397.10000000,371.48000000,383.27000000
2020-08-28,383.31000000,398.00000000,379.75000000,395.11000000
2020-08-29,395.10000000,405.69000000,391.88000000,398.65000000
2020-08-30,398.65000000,429.89000000,398.30000000,428.94000000
2020-08-31,428.94000000,439.00000000,418.04000000,433.79000000
2020-09-01,433.80000000,488.84000000,429.03000000,475.40000000
2020-09-02,475.40000000,481.39000000,420.00000000,439.50000000
2020-09-03,439.50000000,450.70000000,372.00000000,381.40000000
2020-09-04,381.35000000,400.21000000,357.00000000,385.26000000
2020-09-05,385.30000000,395.00000000,308.42000000,335.01000000
2020-09-06,335.04000000,360.00000000,316.10000000,352.80000000
2020-09-07,352.85000000,358.51000000,323.00000000,353.59000000
2020-09-08,353.59000000,356.58000000,325.38000000,337.39000000
2020-09-09,337.41000000,359.00000000,330.51000000,350.85000000
2020-09-10,350.85000000,377.25000000,349.91000000,367.93000000
2020-09-11,367.93000000,375.27000000,355.49000000,373.63000000
2020-09-12,373.62000000,388.57000000,364.73000000,387.78000000
2020-09-13,387.78000000,390.43000000,350.00000000,366.42000000
2020-09-14,366.43000000,384.64000000,355.73000000,377.12000000
2020-09-15,377.12000000,382.47000000,362.34000000,364.06000000
2020-09-16,364.05000000,373.45000000,355.00000000,365.11000000
2020-09-17,365.04000000,394.14000000,363.30000000,389.36000000
2020-09-18,389.35000000,392.58000000,375.33000000,384.39000000
2020-09-19,384.40000000,388.72000000,377.00000000,385.25000000
2020-09-20,385.25000000,385.45000000,365.00000000,371.04000000
2020-09-21,371.04000000,376.80000000,331.00000000,340.36000000
2020-09-22,340.31000000,346.91000000,335.34000000,344.21000000
2020-09-23,344.18000000,344.65000000,313.29000000,320.72000000
2020-09-24,320.72000000,353.10000000,316.67000000,348.97000000
2020-09-25,348.97000000,358.00000000,337.58000000,351.92000000
2020-09-26,351.93000000,356.40000000,345.88000000,353.92000000
2020-09-27,353.95000000,362.14000000,347.24000000,357.49000000
2020-09-28,357.58000000,368.20000000,351.70000000,353.96000000
2020-09-29,353.91000000,360.63000000,350.45000000,359.79000000
2020-09-30,359.78000000,361.50000000,351.56000000,359.83000000
2020-10-01,359.83000000,370.45000000,345.51000000,352.85000000
2020-10-02,352.83000000,354.55000000,334.24000000,345.60000000
2020-10-03,345.60000000,351.00000000,343.70000000,345.95000000
2020-10-04,345.94000000,354.45000000,343.81000000,352.37000000
2020-10-05,352.34000000,356.10000000,348.54000000,353.62000000
2020-10-06,353.63000000,355.10000000,336.80000000,340.75000000
2020-10-07,340.80000000,342.85000000,332.18000000,341.58000000
2020-10-08,341.58000000,353.32000000,334.21000000,350.95000000
2020-10-09,350.94000000,368.33000000,347.32000000,365.02000000
2020-10-10,365.01000000,378.40000000,364.71000000,370.52000000
2020-10-11,370.51000000,377.60000000,368.87000000,374.16000000
2020-10-12,374.17000000,394.80000000,365.58000000,386.51000000
2020-10-13,386.51000000,387.75000000,374.51000000,381.04000000
2020-10-14,381.05000000,387.41000000,373.13000000,378.69000000
2020-10-15,378.69000000,381.79000000,369.85000000,377.64000000
2020-10-16,377.63000000,379.83000000,361.18000000,365.50000000
2020-10-17,365.50000000,370.46000000,363.36000000,368.32000000
2020-10-18,368.31000000,378.64000000,367.10000000,378.11000000
2020-10-19,378.12000000,384.32000000,372.50000000,379.30000000
2020-10-20,379.30000000,380.73000000,365.27000000,368.52000000
2020-10-21,368.53000000,401.49000000,367.74000000,390.38000000
2020-10-22,390.31000000,420.73000000,390.21000000,413.98000000
2020-10-23,413.94000000,419.33000000,401.30000000,409.11000000
2020-10-24,409.19000000,416.66000000,407.00000000,412.14000000
2020-10-25,412.14000000,417.40000000,402.50000000,405.86000000
2020-10-26,405.85000000,411.11000000,382.30000000,392.52000000
2020-10-27,392.52000000,410.25000000,389.90000000,403.45000000
2020-10-28,403.41000000,409.20000000,380.52000000,388.23000000
2020-10-29,388.22000000,393.72000000,380.52000000,387.13000000
2020-10-30,387.12000000,391.97000000,373.29000000,382.49000000
2020-10-31,382.59000000,394.88000000,379.90000000,386.46000000
2020-11-01,386.44000000,398.29000000,384.61000000,396.67000000
2020-11-02,396.68000000,404.50000000,377.92000000,383.02000000
2020-11-03,383.01000000,390.00000000,370.23000000,387.88000000
2020-11-04,387.88000000,408.39000000,376.47000000,402.49000000
2020-11-05,402.50000000,420.40000000,396.14000000,416.69000000
2020-11-06,416.73000000,458.27000000,414.76000000,455.91000000
2020-11-07,455.91000000,468.28000000,424.14000000,435.21000000
2020-11-08,435.20000000,460.10000000,431.99000000,454.30000000
2020-11-09,454.29000000,459.10000000,433.09000000,444.32000000
2020-11-10,444.32000000,455.00000000,438.70000000,450.34000000
2020-11-11,450.34000000,476.25000000,449.28000000,463.09000000
2020-11-12,463.09000000,470.00000000,451.20000000,462.39000000
2020-11-13,462.48000000,478.01000000,457.12000000,476.43000000
2020-11-14,476.42000000,477.47000000,452.00000000,460.89000000
2020-11-15,460.90000000,462.89000000,440.19000000,448.08000000
2020-11-16,448.07000000,466.00000000,445.45000000,460.55000000
2020-11-17,460.51000000,484.88000000,459.80000000,482.15000000
2020-11-18,482.11000000,495.31000000,456.60000000,478.41000000
2020-11-19,478.43000000,480.75000000,464.86000000,471.25000000
2020-11-20,471.26000000,514.40000000,470.65000000,510.12000000
2020-11-21,510.12000000,553.32000000,502.82000000,552.35000000
2020-11-22,552.42000000,580.88000000,511.28000000,560.03000000
2020-11-23,560.03000000,610.85000000,550.12000000,608.58000000
2020-11-24,608.58000000,623.00000000,585.00000000,604.97000000
2020-11-25,604.98000000,606.00000000,553.83000000,569.50000000
2020-11-26,569.38000000,577.14000000,481.00000000,519.83000000
2020-11-27,519.83000000,530.62000000,493.72000000,518.68000000
2020-11-28,518.59000000,547.94000000,506.59000000,537.52000000
2020-11-29,537.50000000,576.90000000,530.32000000,576.30000000
2020-11-30,576.32000000,616.85000000,570.07000000,616.66000000
2020-12-01,616.65000000,635.70000000,560.00000000,585.26000000
2020-12-02,585.26000000,604.93000000,575.00000000,596.89000000
2020-12-03,596.88000000,623.44000000,585.82000000,615.85000000
2020-12-04,615.84000000,620.00000000,565.82000000,567.24000000
2020-12-05,567.24000000,597.11000000,560.88000000,596.80000000
2020-12-06,596.82000000,607.50000000,583.00000000,601.54000000
2020-12-07,601.59000000,603.15000000,584.22000000,591.28000000
2020-12-08,591.27000000,595.00000000,549.22000000,554.94000000
2020-12-09,554.92000000,578.08000000,530.43000000,573.09000000
2020-12-10,573.20000000,575.70000000,548.11000000,558.99000000
2020-12-11,558.99000000,560.80000000,535.50000000,544.43000000
2020-12-12,544.46000000,574.00000000,543.10000000,568.04000000
2020-12-13,568.09000000,595.00000000,563.22000000,590.70000000
2020-12-14,590.81000000,591.48000000,575.60000000,586.29000000
2020-12-15,586.29000000,597.20000000,578.58000000,588.64000000
2020-12-16,588.78000000,640.00000000,580.71000000,637.18000000
2020-12-17,637.18000000,676.25000000,625.76000000,642.70000000
2020-12-18,642.71000000,664.61000000,629.40000000,653.85000000
2020-12-19,653.76000000,669.95000000,645.42000000,658.03000000
2020-12-20,658.05000000,661.39000000,621.01000000,638.18000000
2020-12-21,638.10000000,648.00000000,595.90000000,607.58000000
2020-12-22,607.68000000,637.73000000,588.00000000,636.45000000
2020-12-23,636.41000000,638.44000000,551.28000000,585.56000000
2020-12-24,585.48000000,615.02000000,565.43000000,612.31000000
2020-12-25,612.31000000,634.24000000,604.28000000,626.82000000
2020-12-26,626.78000000,652.91000000,615.26000000,637.44000000
2020-12-27,637.44000000,717.13000000,625.00000000,685.11000000
2020-12-28,685.10000000,748.09000000,681.04000000,730.41000000
2020-12-29,730.40000000,740.78000000,689.20000000,732.00000000
2020-12-30,732.00000000,758.74000000,716.62000000,752.17000000
2020-12-31,752.17000000,755.74000000,722.00000000,736.42000000
2021-01-01,736.42000000,749.00000000,714.29000000,728.91000000
2021-01-02,728.91000000,787.69000000,714.91000000,774.56000000
2021-01-03,774.44000000,1011.07000000,768.71000000,978.28000000
2021-01-04,978.33000000,1162.97000000,890.00000000,1041.43000000
2021-01-05,1041.45000000,1134.60000000,974.45000000,1099.56000000
2021-01-06,1100.16000000,1213.00000000,1057.26000000,1208.42000000
2021-01-07,1208.75000000,1289.00000000,1131.00000000,1224.87000000
2021-01-08,1224.86000000,1273.75000000,1065.00000000,1216.93000000
2021-01-09,1216.72000000,1304.37000000,1171.36000000,1276.00000000
2021-01-10,1276.00000000,1348.33000000,1170.00000000,1254.25000000
2021-01-11,1254.24000000,1260.00000000,915.00000000,1087.01000000
2021-01-12,1087.00000000,1150.02000000,1006.33000000,1050.16000000
2021-01-13,1050.36000000,1137.65000000,987.48000000,1129.89000000
2021-01-14,1129.79000000,1247.55000000,1086.70000000,1231.62000000
2021-01-15,1231.89000000,1256.98000000,1069.42000000,1168.53000000
2021-01-16,1168.48000000,1298.00000000,1151.77000000,1227.83000000
2021-01-17,1227.83000000,1269.02000000,1165.00000000,1232.45000000
2021-01-18,1232.50000000,1260.75000000,1182.58000000,1258.45000000
2021-01-19,1258.52000000,1438.30000000,1251.49000000,1365.36000000
2021-01-20,1365.36000000,1407.93000000,1235.42000000,1376.99000000
2021-01-21,1376.72000000,1390.00000000,1086.00000000,1110.96000000
2021-01-22,1111.98000000,1273.79000000,1042.31000000,1232.62000000
2021-01-23,1232.61000000,1272.44000000,1195.90000000,1233.60000000
2021-01-24,1233.46000000,1398.83000000,1220.00000000,1392.51000000
2021-01-25,1392.19000000,1475.00000000,1293.69000000,1317.88000000
2021-01-26,1317.60000000,1378.49000000,1244.56000000,1365.97000000
2021-01-27,1366.54000000,1373.90000000,1207.00000000,1239.03000000
2021-01-28,1238.93000000,1360.00000000,1217.23000000,1329.69000000
2021-01-29,1329.44000000,1436.90000000,1285.35000000,1379.50000000
2021-01-30,1379.56000000,1406.00000000,1326.41000000,1378.05000000
2021-01-31,1378.04000000,1380.74000000,1281.12000000,1312.55000000
2021-02-01,1312.45000000,1377.99000000,1269.99000000,1374.17000000
2021-02-02,1374.09000000,1547.90000000,1360.28000000,1511.87000000
2021-02-03,1511.93000000,1669.35000000,1508.39000000,1664.49000000
2021-02-04,1664.67000000,1695.20000000,1554.44000000,1595.67000000
2021-02-05,1595.53000000,1760.49000000,1591.00000000,1719.19000000
2021-02-06,1718.95000000,1743.67000000,1642.94000000,1676.35000000
2021-02-07,1676.35000000,1693.00000000,1490.46000000,1611.62000000
2021-02-08,1611.46000000,1775.57000000,1563.89000000,1750.15000000
2021-02-09,1749.68000000,1821.88000000,1708.49000000,1769.13000000
2021-02-10,1769.14000000,1837.86000000,1680.00000000,1740.78000000
2021-02-11,1740.76000000,1819.00000000,1703.44000000,1785.62000000
2021-02-12,1785.83000000,1864.88000000,1739.88000000,1840.26000000
2021-02-13,1840.24000000,1871.72000000,1765.00000000,1814.96000000
2021-02-14,1815.25000000,1850.00000000,1784.11000000,1800.42000000
2021-02-15,1800.03000000,1835.72000000,1655.67000000,1779.25000000
2021-02-16,1779.33000000,1827.28000000,1724.00000000,1781.99000000
2021-02-17,1781.99000000,1855.00000000,1733.01000000,1849.88000000
2021-02-18,1849.70000000,1950.50000000,1849.69000000,1939.61000000
2021-02-19,1938.91000000,1972.82000000,1891.00000000,1955.00000000
2021-02-20,1955.46000000,2042.34000000,1803.14000000,1913.00000000
2021-02-21,1912.90000000,1976.31000000,1883.01000000,1933.53000000
2021-02-22,1933.54000000,1936.29000000,1551.00000000,1777.58000000
2021-02-23,1777.42000000,1782.39000000,1355.00000000,1577.89000000
2021-02-24,1577.79000000,1712.70000000,1500.20000000,1623.39000000
2021-02-25,1623.16000000,1671.59000000,1459.16000000,1481.75000000
2021-02-26,1482.08000000,1562.25000000,1400.00000000,1444.59000000
2021-02-27,1444.56000000,1529.00000000,1425.00000000,1458.13000000
2021-02-28,1458.27000000,1468.75000000,1293.18000000,1419.18000000
2021-03-01,1418.67000000,1572.00000000,1409.91000000,1569.86000000
2021-03-02,1570.00000000,1602.90000000,1455.52000000,1486.78000000
2021-03-03,1486.79000000,1656.94000000,1475.47000000,1567.69000000
2021-03-04,1567.68000000,1624.87000000,1506.36000000,1539.23000000
2021-03-05,1539.22000000,1548.96000000,1441.66000000,1528.31000000
2021-03-06,1528.08000000,1671.58000000,1513.03000000,1650.35000000
2021-03-07,1650.68000000,1734.16000000,1630.35000000,1726.16000000
2021-03-08,1726.46000000,1843.59000000,1664.96000000,1833.18000000
2021-03-09,1833.22000000,1870.77000000,1798.20000000,1870.51000000
2021-03-10,1870.50000000,1877.69000000,1757.00000000,1795.12000000
2021-03-11,1795.28000000,1846.70000000,1725.00000000,1825.78000000
2021-03-12,1825.78000000,1841.88000000,1719.72000000,1766.10000000
2021-03-13,1766.13000000,1944.30000000,1727.75000000,1922.35000000
2021-03-14,1922.35000000,1933.10000000,1836.00000000,1848.10000000
2021-03-15,1848.10000000,1891.76000000,1730.00000000,1793.48000000
2021-03-16,1793.99000000,1819.50000000,1711.68000000,1805.12000000
2021-03-17,1805.01000000,1838.88000000,1741.18000000,1823.58000000
2021-03-18,1823.58000000,1850.00000000,1759.04000000,1776.08000000
2021-03-19,1775.92000000,1840.61000000,1733.47000000,1809.10000000
2021-03-20,1809.01000000,1868.83000000,1800.86000000,1806.10000000
2021-03-21,1806.57000000,1817.16000000,1747.00000000,1782.98000000
2021-03-22,1783.23000000,1807.51000000,1655.15000000,1680.97000000
2021-03-23,1681.17000000,1721.17000000,1650.00000000,1668.08000000
2021-03-24,1668.20000000,1740.86000000,1536.92000000,1581.84000000
2021-03-25,1581.88000000,1622.00000000,1549.40000000,1585.74000000
2021-03-26,1585.83000000,1699.93000000,1585.79000000,1698.84000000
2021-03-27,1698.84000000,1732.67000000,1666.41000000,1712.63000000
2021-03-28,1712.52000000,1725.66000000,1661.40000000,1687.01000000
2021-03-29,1687.16000000,1841.00000000,1677.85000000,1816.74000000
2021-03-30,1816.76000000,1859.13000000,1786.30000000,1840.46000000
2021-03-31,1840.41000000,1947.29000000,1768.15000000,1919.37000000
2021-04-01,1919.37000000,1984.77000000,1885.02000000,1968.05000000
2021-04-02,1968.05000000,2146.00000000,1948.48000000,2133.69000000
2021-04-03,2133.69000000,2138.12000000,1996.30000000,2008.52000000
2021-04-04,2008.59000000,2091.83000000,1975.24000000,2075.69000000
2021-04-05,2075.70000000,2130.64000000,2002.15000000,2107.38000000
2021-04-06,2107.43000000,2151.00000000,2044.65000000,2112.21000000
2021-04-07,2112.22000000,2129.01000000,1930.01000000,1963.47000000
2021-04-08,1963.46000000,2084.61000000,1947.35000000,2080.46000000
2021-04-09,2080.39000000,2100.00000000,2047.57000000,2066.87000000
2021-04-10,2067.19000000,2200.00000000,2058.00000000,2133.49000000
2021-04-11,2133.49000000,2165.02000000,2113.40000000,2151.36000000
2021-04-12,2151.42000000,2203.46000000,2102.00000000,2137.69000000
2021-04-13,2137.86000000,2318.00000000,2135.53000000,2299.19000000
2021-04-14,2299.19000000,2447.29000000,2281.33000000,2432.60000000
2021-04-15,2432.59000000,2543.47000000,2400.00000000,2514.04000000
